request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Election_Status:token,Election_Status:id,Election_Status,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
s=AL&y=2014&f-core=1&c-t-id=165284,c-t-id,165284,"JONES JR, MIKE",c-t-eid,6688413,"JONES JR, MIKE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,205,HOUSE DISTRICT 092,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,150,115210
s=AL&y=2014&f-core=1&c-t-id=164628,c-t-id,164628,"PITTMAN, TRIP",c-t-eid,6673703,"PITTMAN, TRIP",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,250,SENATE DISTRICT 032,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,175,115192.23
s=AL&y=2014&f-core=1&c-t-id=164754,c-t-id,164754,"FOSTER, DARIUS",c-t-eid,21529735,"FOSTER, DARIUS",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,169,HOUSE DISTRICT 056,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,203,114147.34
s=AL&y=2014&f-core=1&c-t-id=164663,c-t-id,164663,"ROWE, CONNIE COONER",c-t-eid,21328228,"ROWE, CONNIE COONER",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,126,HOUSE DISTRICT 013,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,204,112788.12
s=AL&y=2014&f-core=1&c-t-id=165235,c-t-id,165235,"TODD, PATRICIA",c-t-eid,12997419,"TODD, PATRICIA",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,167,HOUSE DISTRICT 054,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,302,112192.95
s=AL&y=2014&f-core=1&c-t-id=165450,c-t-id,165450,"THOMPSON, WILLIAM C (BILL)",c-t-eid,6675984,"THOMPSON, WILLIAM C (BILL)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,11465,CIVIL APPELLATE COURT-THOMPSON SEAT,c-t-ftsts,Won-Retention,Won-Retention,c-t-ico,I,Incumbent,139,111125
s=AL&y=2014&f-core=1&c-t-id=165241,c-t-id,165241,"ROBINSON JR, OLIVER",c-t-eid,12997429,"ROBINSON JR, OLIVER",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,171,HOUSE DISTRICT 058,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,97,109300
s=AL&y=2014&f-core=1&c-t-id=164760,c-t-id,164760,"SHIVER, HARRY",c-t-eid,6668557,"SHIVER, HARRY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,177,HOUSE DISTRICT 064,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,82,109100
s=AL&y=2014&f-core=1&c-t-id=164690,c-t-id,164690,"ROBINSON, JOHN",c-t-eid,6375061,"ROBINSON, JOHN",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,136,HOUSE DISTRICT 023,c-t-ftsts,Lost-General,Lost-General,c-t-ico,I,Incumbent,36,108568.67
s=AL&y=2014&f-core=1&c-t-id=165240,c-t-id,165240,"COLEMAN, MERIKA",c-t-eid,12997426,"COLEMAN, MERIKA",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,170,HOUSE DISTRICT 057,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,77,108485
s=AL&y=2014&f-core=1&c-t-id=165260,c-t-id,165260,"MCCLAMMY, THAD",c-t-eid,6373924,"MCCLAMMY, THAD",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,189,HOUSE DISTRICT 076,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,111,107595.36
s=AL&y=2014&f-core=1&c-t-id=164646,c-t-id,164646,"BETTERTON, ANDREW (ANDY)",c-t-eid,21273444,"BETTERTON, ANDREW (ANDY)",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,115,HOUSE DISTRICT 002,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,59,107334.71
s=AL&y=2014&f-core=1&c-t-id=164703,c-t-id,164703,"JOHNSON, RONALD G",c-t-eid,12997375,"JOHNSON, RONALD G",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,146,HOUSE DISTRICT 033,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,145,106880.94
s=AL&y=2014&f-core=1&c-t-id=164538,c-t-id,164538,"SEIBERT, CHRISTOPHER",c-t-eid,18974891,"SEIBERT, CHRISTOPHER",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,219,SENATE DISTRICT 001,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,O,Open,171,106590.87
s=AL&y=2014&f-core=1&c-t-id=164757,c-t-id,164757,"WINGO, RICH",c-t-eid,21530414,"WINGO, RICH",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,175,HOUSE DISTRICT 062,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,98,105697.79
s=AL&y=2014&f-core=1&c-t-id=164497,c-t-id,164497,"CLEMMONS JR, JAMES HORACE",c-t-eid,18967158,"CLEMMONS JR, JAMES HORACE",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,226,SENATE DISTRICT 008,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,98,102616
s=AL&y=2014&f-core=1&c-t-id=164767,c-t-id,164767,"INGRAM, REED",c-t-eid,21537002,"INGRAM, REED",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,188,HOUSE DISTRICT 075,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,272,101400
s=AL&y=2014&f-core=1&c-t-id=164630,c-t-id,164630,"GLOVER, RUSTY",c-t-eid,6615615,"GLOVER, RUSTY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,252,SENATE DISTRICT 034,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,59,101207.16
s=AL&y=2014&f-core=1&c-t-id=164530,c-t-id,164530,"MATHIS, NATHAN",c-t-eid,21273337,"MATHIS, NATHAN",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,247,SENATE DISTRICT 029,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,1,100000
s=AL&y=2014&f-core=1&c-t-id=164459,c-t-id,164459,"CURTIS, MIKE",c-t-eid,21267023,"CURTIS, MIKE",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,219,SENATE DISTRICT 001,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,57,99787.93
s=AL&y=2014&f-core=1&c-t-id=164705,c-t-id,164705,"HURST, STEPHEN (STEVEN) W",c-t-eid,6373114,"HURST, STEPHEN (STEVEN) W",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,148,HOUSE DISTRICT 035,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,65,99765.98
s=AL&y=2014&f-core=1&c-t-id=165493,c-t-id,165493,"DONALDSON, SCOTT",c-t-eid,22027738,"DONALDSON, SCOTT",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,18033,CRIMINAL APPELLATE COURT-DONALDSON SEAT,c-t-ftsts,Won-Retention,Won-Retention,c-t-ico,I,Incumbent,124,96874.48
s=AL&y=2014&f-core=1&c-t-id=183206,c-t-id,183206,"HIGHTOWER, SUSAN",c-t-eid,18912713,"HIGHTOWER, SUSAN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,3,Special,c-r-osid,217,HOUSE DISTRICT 104,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,O,Open,163,93382.02
s=AL&y=2014&f-core=1&c-t-id=165382,c-t-id,165382,"ZEIGLER, JIM",c-t-eid,7297633,"ZEIGLER, JIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9184,AUDITOR,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,106,92610.46
s=AL&y=2014&f-core=1&c-t-id=165232,c-t-id,165232,"DANIELS, ANTHONY",c-t-eid,21777041,"DANIELS, ANTHONY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,166,HOUSE DISTRICT 053,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,401,92606.72
s=AL&y=2014&f-core=1&c-t-id=165290,c-t-id,165290,"DAVIS, RANDY",c-t-eid,12997514,"DAVIS, RANDY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,209,HOUSE DISTRICT 096,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,102,91836.19
s=AL&y=2014&f-core=1&c-t-id=164711,c-t-id,164711,"WHORTON, ISSAC",c-t-eid,21359222,"WHORTON, ISSAC",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,151,HOUSE DISTRICT 038,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,61,91522.67
s=AL&y=2014&f-core=1&c-t-id=164605,c-t-id,164605,"SEXTON, STEPHEN",c-t-eid,21273406,"SEXTON, STEPHEN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,240,SENATE DISTRICT 022,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,8,90633
s=AL&y=2014&f-core=1&c-t-id=164513,c-t-id,164513,"COLEMAN, LINDA",c-t-eid,6381363,"COLEMAN, LINDA",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,238,SENATE DISTRICT 020,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,53,90250
s=AL&y=2014&f-core=1&c-t-id=165316,c-t-id,165316,"BUSKEY, JAMES E",c-t-eid,6371334,"BUSKEY, JAMES E",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,212,HOUSE DISTRICT 099,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,95,90200
s=AL&y=2014&f-core=1&c-t-id=164647,c-t-id,164647,"BLACK, MARCEL",c-t-eid,6370950,"BLACK, MARCEL",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,116,HOUSE DISTRICT 003,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,82,89150
s=AL&y=2014&f-core=1&c-t-id=164657,c-t-id,164657,"CHEATHAM, REX",c-t-eid,21314495,"CHEATHAM, REX",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,121,HOUSE DISTRICT 008,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,89,87116.46
s=AL&y=2014&f-core=1&c-t-id=165276,c-t-id,165276,"LEE, PAUL",c-t-eid,6697040,"LEE, PAUL",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,199,HOUSE DISTRICT 086,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,129,86409.55
s=AL&y=2014&f-core=1&c-t-id=165307,c-t-id,165307,"GRIMSLEY, DEXTER",c-t-eid,12997488,"GRIMSLEY, DEXTER",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,198,HOUSE DISTRICT 085,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,50,86315.76
s=AL&y=2014&f-core=1&c-t-id=165318,c-t-id,165318,"DRUMMOND, BARBARA",c-t-eid,21857726,"DRUMMOND, BARBARA",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,216,HOUSE DISTRICT 103,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,154,85460.39
s=AL&y=2014&f-core=1&c-t-id=164704,c-t-id,164704,"STANDRIDGE, DAVID",c-t-eid,15881725,"STANDRIDGE, DAVID",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,147,HOUSE DISTRICT 034,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,53,84909.71
s=AL&y=2014&f-core=1&c-t-id=164606,c-t-id,164606,"DOLIVE JR, HARRY",c-t-eid,21273407,"DOLIVE JR, HARRY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,240,SENATE DISTRICT 022,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,O,Open,96,83344.8
s=AL&y=2014&f-core=1&c-t-id=165246,c-t-id,165246,"GIVAN, JUANDALYNN (LEE LEE)",c-t-eid,6505164,"GIVAN, JUANDALYNN (LEE LEE)",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,173,HOUSE DISTRICT 060,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,86,81552.73
s=AL&y=2014&f-core=1&c-t-id=165330,c-t-id,165330,"THOMPSON, ADAM",c-t-eid,22025538,"THOMPSON, ADAM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9184,AUDITOR,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,380,80161.02
s=AL&y=2014&f-core=1&c-t-id=164654,c-t-id,164654,"HASTING, MELVIN",c-t-eid,21309321,"HASTING, MELVIN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,122,HOUSE DISTRICT 009,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,21,79255.14
s=AL&y=2014&f-core=1&c-t-id=165239,c-t-id,165239,"ALEXANDER, LOUISE",c-t-eid,21777053,"ALEXANDER, LOUISE",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,169,HOUSE DISTRICT 056,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,47,79082.73
s=AL&y=2014&f-core=1&c-t-id=165263,c-t-id,165263,"KNIGHT, JOHN",c-t-eid,6373393,"KNIGHT, JOHN",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,190,HOUSE DISTRICT 077,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,50,75025.68
s=AL&y=2014&f-core=1&c-t-id=165283,c-t-id,165283,"PIPKIN, JOSHUA A",c-t-eid,21777643,"PIPKIN, JOSHUA A",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,204,HOUSE DISTRICT 091,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,287,74191.46
s=AL&y=2014&f-core=1&c-t-id=183202,c-t-id,183202,"WILCOX, JULIA (MARGIE)",c-t-eid,18912714,"WILCOX, JULIA (MARGIE)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,3,Special,c-r-osid,217,HOUSE DISTRICT 104,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,148,73236.46
s=AL&y=2014&f-core=1&c-t-id=164599,c-t-id,164599,"ROBERTS, JIM",c-t-eid,21273401,"ROBERTS, JIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,235,SENATE DISTRICT 017,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,58,72192.12
s=AL&y=2014&f-core=1&c-t-id=165292,c-t-id,165292,"GASTON, VICTOR",c-t-eid,6569339,"GASTON, VICTOR",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,213,HOUSE DISTRICT 100,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,125,67570.55
s=AL&y=2014&f-core=1&c-t-id=164539,c-t-id,164539,"BERRYHILL, JONATHAN R",c-t-eid,21273344,"BERRYHILL, JONATHAN R",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,219,SENATE DISTRICT 001,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,94,67541.28
s=AL&y=2014&f-core=1&c-t-id=164676,c-t-id,164676,"HALL, LAURA",c-t-eid,6372809,"HALL, LAURA",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,132,HOUSE DISTRICT 019,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,124,67334
s=AL&y=2014&f-core=1&c-t-id=164698,c-t-id,164698,"MCKAY, ROBERT",c-t-eid,21347430,"MCKAY, ROBERT",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,143,HOUSE DISTRICT 030,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,48,64670.86
s=AL&y=2014&f-core=1&c-t-id=164715,c-t-id,164715,"BROWN, K L (KOVEN)",c-t-eid,12997388,"BROWN, K L (KOVEN)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,153,HOUSE DISTRICT 040,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,111,64180.61
s=AL&y=2014&f-core=1&c-t-id=165251,c-t-id,165251,"ENGLAND, CHRISTOPHER JOHN",c-t-eid,6483126,"ENGLAND, CHRISTOPHER JOHN",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,183,HOUSE DISTRICT 070,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,51,63648.77
s=AL&y=2014&f-core=1&c-t-id=164707,c-t-id,164707,"WOOD, RANDY",c-t-eid,6578072,"WOOD, RANDY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,149,HOUSE DISTRICT 036,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,124,63200
s=AL&y=2014&f-core=1&c-t-id=165310,c-t-id,165310,"HICKMAN, WALTON",c-t-eid,21845139,"HICKMAN, WALTON",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,203,HOUSE DISTRICT 090,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,42,61546.92
s=AL&y=2014&f-core=1&c-t-id=165273,c-t-id,165273,"WILSON, RON",c-t-eid,21777633,"WILSON, RON",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,198,HOUSE DISTRICT 085,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,26,61273.24
s=AL&y=2014&f-core=1&c-t-id=164718,c-t-id,164718,"BOYD, BARBARA BIGSBY",c-t-eid,12997372,"BOYD, BARBARA BIGSBY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,145,HOUSE DISTRICT 032,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,58,60474.31
s=AL&y=2014&f-core=1&c-t-id=164655,c-t-id,164655,"BALL, MIKE",c-t-eid,6568142,"BALL, MIKE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,123,HOUSE DISTRICT 010,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,107,59599
s=AL&y=2014&f-core=1&c-t-id=165243,c-t-id,165243,"MOORE, MARY",c-t-eid,6381355,"MOORE, MARY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,172,HOUSE DISTRICT 059,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,62,59082.87
s=AL&y=2014&f-core=1&c-t-id=164685,c-t-id,164685,"JONES, C TERRY",c-t-eid,21345293,"JONES, C TERRY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,134,HOUSE DISTRICT 021,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,19,58397.13
s=AL&y=2014&f-core=1&c-t-id=164709,c-t-id,164709,"WHALEY, T BRYANT",c-t-eid,21357435,"WHALEY, T BRYANT",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,150,HOUSE DISTRICT 037,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,69,58145.94
s=AL&y=2014&f-core=1&c-t-id=164642,c-t-id,164642,"HAMMON, MICKY",c-t-eid,6583967,"HAMMON, MICKY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,117,HOUSE DISTRICT 004,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,53,57800
s=AL&y=2014&f-core=1&c-t-id=164738,c-t-id,164738,"AMARI, JOHN",c-t-eid,21466849,"AMARI, JOHN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,157,HOUSE DISTRICT 044,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,181,57602.58
s=AL&y=2014&f-core=1&c-t-id=182530,c-t-id,182530,"MORGAN, BRYAN",c-t-eid,26780821,"MORGAN, BRYAN",c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,248,SENATE DISTRICT 030,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,94,57557.07
s=AL&y=2014&f-core=1&c-t-id=164762,c-t-id,164762,"BAKER, ALAN",c-t-eid,12997448,"BAKER, ALAN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,179,HOUSE DISTRICT 066,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,87,57099.48
s=AL&y=2014&f-core=1&c-t-id=164672,c-t-id,164672,"SANDERFORD, HOWARD",c-t-eid,6571581,"SANDERFORD, HOWARD",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,133,HOUSE DISTRICT 020,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,80,56986.67
s=AL&y=2014&f-core=1&c-t-id=164721,c-t-id,164721,"BURNS, JOSH",c-t-eid,21408278,"BURNS, JOSH",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,150,HOUSE DISTRICT 037,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,30,55923.42
s=AL&y=2014&f-core=1&c-t-id=164701,c-t-id,164701,"GLADDEN, MICHAEL J",c-t-eid,21347468,"GLADDEN, MICHAEL J",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,142,HOUSE DISTRICT 029,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,76,55880.96
s=AL&y=2014&f-core=1&c-t-id=164730,c-t-id,164730,"SHAVER, AMIE BETH",c-t-eid,20876617,"SHAVER, AMIE BETH",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,156,HOUSE DISTRICT 043,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,O,Open,161,55148.29
s=AL&y=2014&f-core=1&c-t-id=165429,c-t-id,165429,"BARBEE, JONATHAN",c-t-eid,12997393,"BARBEE, JONATHAN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9551,PUBLIC SERVICE COMMISSIONER-002,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,208,54919.67
s=AL&y=2014&f-core=1&c-t-id=165327,c-t-id,165327,"PARSON, MIKE",c-t-eid,22025535,"PARSON, MIKE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9547,BOARD OF EDUCATION DISTRICT 008,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,103,53464.78
