"name","_id","type","status","party","office","district","place","phone","email","url","photoURL","facebookID","twitterID"
"Dunn, Terry","25488","Candidate","Active","Republican","Public Service Commissioner","Place 2","","","","","","",""
"Rowe, Connie","25616","Candidate","Active","Republican","State Representative","House District 13","","","","","","",""
"Harris, William","25696","Candidate","Active","Republican","State Senator","Senate District 30","","","","","","",""
"Griffith, Parker","25697","Candidate","Active","Democrat","Governor","","","","","","","",""
"Martin, James","25586","Candidate","Active","Republican","State Representative","House District 42","","","","","","",""
"Wallace, Gerald","25379","Candidate","Active","Republican","State Representative","House District 18","","","","","","",""
"Bradley Arant Boult Cummings Llp State Political Action Committee","24895","PAC","","","","","","","","","","",""
"Whitlock, Bruce","25615","Candidate","Active","Republican","State Senator","Senate District 4","","","","","","",""
"Henderson, Linda","25639","Candidate","Active","Democrat","District Court Judge","Macon County","1","","","","","",""
"Dean, Steve","25257","Candidate","Active","Republican","State Representative","House District 35","","","","","","",""
"Alabamians For Fair Utility Rates","25193","PAC","","","","","","","","","","",""
"Patterson, Sonya","25640","Candidate","Active","Democrat","License Commissioner","Morgan County","","","","","","",""
"Allred, Henry","25302","Candidate","Active","Republican","District Court Judge","Walker County","1","","","","","",""
"Maxwell, Sharon","25599","Candidate","Active","Republican","License Commissioner","Morgan County","","","","","","",""
"Roberts, James","25673","Candidate","Active","Republican","State Senator","Senate District 17","","","","","","",""
"Sadler, Barry","25582","Candidate","Active","Republican","State Board Of Education","District 2","","","","","","",""
"Smith, Jane","25532","Candidate","Dissolved","Republican","Circuit Clerk","Madison County","","(256) 532-3380","jane.smith@alacourt.gov","http://www.madisoncountycircuitclerk.org/","","",""
"Peacock, William","25701","Candidate","Active","Republican","State Senator","Senate District 22","","","","","","",""
"Conaway, Lawrence","25749","Candidate","Active","Democrat","State Representative","House District 54","","","","","","",""
"Tuscaloosa County Republican Executive Committee","25388","PAC","","","","","","","","","","",""
"Polizos, Dimitri","25194","Candidate","Active","Republican","State Representative","House District 74","","(334) 242-7600","dimitri.polizos@alhouse.gov","http://www.legislature.state.al.us/house/representatives/housebios/hd074.html","http://www.legislature.state.al.us/graphics/housepics/Polizos_D.jpg","DimitriPolizos",""
"Biggers, Deborah","25694","Candidate","Active","Democrat","District Court Judge","Macon County","1","","","","","",""
"Williams, Michael","25514","Candidate","Active","Democrat","County Commissioner","Greene County","","","","","","",""
"Melson, Timothy","25622","Candidate","Active","Republican","State Senator","Senate District 1","","","","","","",""
"Barber Humphrey, Martha","25521","Candidate","Dissolved","Republican","County Commissioner","Morgan County","","","","","","",""
"Howard, Ralph","25368","Candidate","Active","Democrat","State Representative","House District 72","","(334) 242-7759","ralph.howard@alhouse.gov","http://www.legislature.state.al.us/house/representatives/housebios/hd072.html","http://www.legislature.state.al.us/graphics/housepics/howard_r.jpeg","ralph.howard.5203",""
"Haseeb, Henry","25662","Candidate","Dissolved","Democrat","State Representative","House District 99","","","","","","",""
"Bipac","24978","PAC","","","","","","","","","","",""
"Fgapac","24974","PAC","","","","","","","","","","",""
"Impac","24973","PAC","","","","","","","","","","",""
"Telpac","24968","PAC","","","","","","","","","","",""
"Kelley, Gwendolyn","25717","Candidate","Dissolved","Republican","Revenue Commissioner","Covington County","","","","","","",""
"Clemmons, James","25326","Candidate","Active","Democrat","State Senator","Senate District 8","","","","","","",""
"Wilson, James","25327","Candidate","Dissolved","Republican","State Representative","House District 85","","","","","","",""
"Amari, John","25718","Candidate","Active","Democrat","District Court Judge","Jefferson County","1","","","","","",""
"Al Political Action Committee","24881","PAC","","","","","","","","","","",""
"Awba PAC","24878","PAC","","","","","","","","","","",""
"Sixpac","24876","PAC","","","","","","","","","","",""
"Speed PAC","24879","PAC","","","","","","","","","","",""
"T PAC","24880","PAC","","","","","","","","","","",""
"Coates, Richard","25737","Candidate","Active","Democrat","County Commissioner","Colbert County","","","","","","",""
"Graben, Alan","25650","Candidate","Active","Republican","Revenue Commissioner","Marshall County","","","","","","",""
"Mcgee, Terry","25653","Candidate","Active","Republican","County Superintendent Of Education","Bibb County","","","","","","",""
"A Hero Political Action Committee","24933","PAC","","","","","","","","","","",""
"Freeman, Jared","25404","Candidate","Dissolved","Republican","State Senator","Senate District 30","","","","","","",""
"Stephens, Dennis","25660","Candidate","Active","Democrat","State Representative","House District 22","","","","","","",""
"Carter, John","25664","Candidate","Active","Republican","State Senator","Senate District 27","","","","","","",""
"Staten, Charlie","25579","Candidate","Active","Democrat","State Representative","House District 103","","","","","","",""
"Hawk PAC","25123","PAC","","","","","","","","","","",""
"State Democratic Executive Commitee","25076","PAC","","","","","","","","","","",""
"Moore, William","25414","Candidate","Active","Republican","State Senator","Senate District 31","","","","","","",""
"Black, Jason","25748","Candidate","Active","Republican","County Commissioner","Limestone County","3","","","","","",""
"Colquett, Travis","25540","Candidate","Dissolved","Republican","County Commissioner","Crenshaw County","","","","","","",""
"Jackson, Bobby","25555","Candidate","Dissolved","Republican","State Representative","House District 5","","","","","","",""
"Whorton, Ritchie","25552","Candidate","Active","Republican","State Representative","House District 22","","","","","","",""
"Fletcher, Ginger","25631","Candidate","Active","Republican","State Representative","House District 26","","","","","","",""
"Fuller, Bill","25788","Candidate","Active","Independent","State Senator","Senate District 13","","","","","","",""
"Future PAC","25102","PAC","","","","","","","","","","",""
"Williamson, Frank","25732","Candidate","Active","Democrat","Sheriff","Colbert County","","","","","","",""
"Mitchell, Donald","25503","Candidate","Dissolved","Republican","Revenue Commissioner","Marshall County","","","","","","",""
"Hardy, John","25712","Candidate","Active","Republican","County Commissioner","Tallapoosa County","","","","","","",""
"Brown, Ellene","25743","Candidate","Dissolved","Democrat","Revenue Commissioner","Washington County","","","","","","",""
"Alabama Wholesale Distributors Association","24896","PAC","","","","","","","","","","",""
"Jackson, Jeremy","25710","Candidate","Active","Republican","Sheriff","Escambia County","","","","","","",""
"Brock, Charles","25407","Candidate","Active","Democrat","Sheriff","Conecuh County","","","","","","",""
"Basenberg, Joe","25335","Candidate","Active","Republican","District Court Judge","Mobile County","3","","","","","",""
"Gulf PAC","25382","PAC","","","","","","","","","","",""
"Pride PAC Ii","25062","PAC","","","","","","","","","","",""
"Muhammad, Lateefah","25733","Candidate","Active","Democrat","District Court Judge","Macon County","1","","","","","",""
"Mcgill, Shadrack","25730","Candidate","Active","Republican","Revenue Commissioner","Jackson County","","","","","","",""
"Sellers, Heather","25750","Candidate","Active","Republican","County Board Of Education","Montgomery County","","","","","","",""
"Johnson, Ken","25240","Candidate","Active","Republican","State Representative","House District 7","","(334) 242-7754","kenjohnsonrep@gmail.com","http://www.legislature.state.al.us/house/representatives/housebios/hd007.html","http://www.legislature.state.al.us/graphics/housepics/johnson_k.jpg","",""
"Saunders, John","25705","Candidate","Active","Republican","County Commissioner","Henry County","2","","","","","",""
"Young, David","25519","Candidate","Active","Republican","County Coroner","Madison County","","","","","","",""
"Cottle, Joe","25638","Candidate","Dissolved","Democrat","State Treasurer","","","","","","","",""
"Gear, Gayle","25661","Candidate","Active","Republican","State Senator","Senate District 17","","","","","","",""
"Murphree, Jim","25670","Candidate","Active","Republican","State Senator","Senate District 17","","","","","","",""
"Needham, Rick","25746","Candidate","Dissolved","Republican","Sheriff","Shelby County","","","","","","",""
"Cochran, Richard","25645","Candidate","Active","Republican","State Senator","Senate District 17","","","","","","",""
"Robinson, John","24983","Candidate","Active","Democrat","State Representative","House District 23","","(334) 242-7728","john.robinson@alhouse.gov","http://www.legislature.state.al.us/house/representatives/housebios/hd023.html","","profile.php",""
"Alabama Credit Union Legislative Action Council","25021","PAC","","","","","","","","","","",""
"Canpac","24977","PAC","","","","","","","","","","",""
"Cra Political Action Committee","25047","PAC","","","","","","","","","","",""
"Fair Political Action Committee","25048","PAC","","","","","","","","","","",""
"First Decade Political Action Committee","25049","PAC","","","","","","","","","","",""
"Free Enterprise Political Action Committee","25050","PAC","","","","","","","","","","",""
"Mainstream Political Action Committee","25051","PAC","","","","","","","","","","",""
"North Alabama Leadership PAC","24944","PAC","","","","","","","","","","",""
"United Political Action Committee","25052","PAC","","","","","","","","","","",""
"Hembree, Walter","25648","Candidate","Dissolved","Republican","State Representative","House District 101","","","","","","",""
"Carver, Sheri","25606","Candidate","Active","Democrat","District Court Judge","Cherokee County","1","","","","","",""
"Stewart, William","25608","Candidate","Active","Democrat","State Senator","Senate District 12","","","","","","",""
"David Volkert & Associates, Inc Holding Company PAC","25158","PAC","","","","","","","","","","",""
"Zeigler, Jim","25647","Candidate","Active","Republican","State Auditor","","","","","","","",""
"D'Angelo, Joseph","25575","Candidate","Active","Republican","District Court Judge","Mobile County","2","","","","","",""
"Hickman, Walton","25655","Candidate","Active","Democrat","State Representative","House District 90","","","","","","",""
"Barton, Jim","25509","Candidate","Active","Republican","State Senator","Senate District 35","","","","","","",""
"Summit PAC","25330","PAC","","","","","","","","","","",""
"Stutts, Larry","25744","Candidate","Active","Republican","State Senator","Senate District 6","","","","","","",""
"Whitmire, Steven","25711","Candidate","Active","Democrat","District Court Judge","Dekalb County","1","","","","","",""
"Hol PAC","25073","PAC","","","","","","","","","","",""
"Agriculture PAC","25416","PAC","","","","","","","","","","",""
"Alabama Forward Political Action Committee, Inc.","25747","PAC","","","","","","","","","","",""
"Citizens For Victory PAC","25415","PAC","","","","","","","","","","",""
"Field PAC","25259","PAC","","","","","","","","","","",""
"Flott, Darren","25500","Candidate","Active","Democrat","State Representative","House District 98","","","","","","",""
"Hodges, Billy","25139","Candidate","Dissolved","Republican","State Representative","House District 24","","","","","","",""
"Hardy, Handley","25692","Candidate","Active","Democrat","County Superintendent Of Education","St. Clair County","","","","","","",""
"Toomer, Fred","25729","Candidate","Active","Republican","State Representative","House District 79","","","","","","",""
"Blackmore-Jenkins, Pamela","25474","Candidate","Active","Republican","State Representative","House District 46","","","","","","",""
"Sarrell, Warren","25480","Candidate","Active","Republican","District Court Judge","Cleburne County","1","","","","","",""
"Stop Common Core Political Action Committee","25735","PAC","","","","","","","","","","",""
"Bell, Jimmy","25493","Candidate","Active","Democrat","Revenue Commissioner","Conecuh County","","(251) 578-7019","","","","",""
"Alabama Poultry Trust","25393","PAC","","","","","","","","","","",""
"Duck PAC","25258","PAC","","","","","","","","","","",""
"Timber Political Action Committee","25243","PAC","","","","","","","","","","",""
"Mancuso, Angelo","25760","Candidate","Active","Democrat","State Senator","Senate District 4","","","","","","",""
"Al Group PAC","25316","PAC","","","","","","","","","","",""
"Prosperitypac","25084","PAC","","","","","","","","","","",""
"Sellers, Patrick","25725","Candidate","Active","Democrat","State Representative","House District 52","","","","","","",""
"Humphryes, Bobby","25573","Candidate","Active","Republican","State Representative","House District 16","","","","","","",""
"Barry, George","25773","Candidate","Active","Republican","State Senator","Senate District 2","","","","","","",""
"Copeland, David","25738","Candidate","Dissolved","Republican","County Superintendent Of Education","Madison County","","","","","","",""
"Massey, Matthew","25765","Candidate","Active","Republican","County Superintendent Of Education","Madison County","","","","","","",""
"Alabama Beverage Association Political Action Committee","24984","PAC","","","","","","","","","","",""
"Campbell, Katy","25755","Candidate","Active","Democrat","District Court Judge","Macon County","5","","","","","",""
"Howie, Mitchell","25619","Candidate","Dissolved","Democrat","State Senator","Senate District 7","","","","","","",""
"Alabama State Uaw PAC","25764","PAC","","","","","","","","","","",""
"Yarbrough, Jackie","25752","Candidate","Active","Republican","County Commission Chair","Limestone County","","","","","","",""
"Balkcum, Alex","25611","Candidate","Active","Republican","State Representative","House District 80","","","","","","",""
"Clean Sweep PAC","25731","PAC","","","","","","","","","","",""
"Good And Ethical Leadership PAC","25766","PAC","","","","","","","","","","",""
"Storming The State House Political Action Committee","25033","PAC","","","","","","","","","","",""
"Patterson, George","25680","Candidate","Active","Republican","Revenue Commissioner","Covington County","","","","","","",""
"Mcneil, Christopher","25759","Candidate","Active","Republican","State Representative","House District 102","","","","","","",""
"Taylor, Bryan","24901","Candidate","Active","Republican","State Senator","Senate District 30","","(334) 242-7883","bryan.taylor@alsenate.gov","http://www.legislature.state.al.us/senate/senators/senatebios/sd030.html","","",""
"Neighbors, Douglas","25763","Candidate","Active","Constitution","County Coroner","Elmore County","","","","","","",""
"Maxpac","24971","PAC","","","","","","","","","","",""
"Statom, Sterling","25724","Candidate","Active","Republican","State Representative","House District 1","","","","","","",""
"Lachine, Leigh","25402","Candidate","Active","Independent","State Senator","Senate District 20","","","","","","",""
"Dudley, Hugh","25634","Candidate","Active","Republican","State Representative","House District 80","","","","","","",""
"Peterson, Mary","25625","Candidate","Active","Republican","Public Service Commissioner","Place 1","","","","","","",""
"The Innovation PAC","25767","PAC","","","","","","","","","","",""
"Reed, Ronnie","25786","Candidate","Active","Democrat","State Representative","House District 83","","","","","","",""
"Calhoun County Democratic Executive Committee","25753","PAC","","","","","","","","","","",""
"Southern Strategy Group PAC","25043","PAC","","","","","","","","","","",""
"Republican Club Of Central Alabama Political Action Committee","25171","PAC","","","","","","","","","","",""
"May PAC","25115","PAC","","","","","","","","","","",""
"National Association Of Realtors Fund","25774","PAC","","","","","","","","","","",""
"Associated General Contractors - PAC","25179","PAC","","","","","","","","","","",""
"Dale County Political Action Committee","25769","PAC","","","","","","","","","","",""
"Southern States Bank PAC","25785","PAC","","","","","","","","","","",""
"Gladden, Michael","25311","Candidate","Active","Democrat","State Representative","House District 29","","","","","","",""
"Alabama Federation For Children PAC","25758","PAC","","","","","","","","","","",""
"Sexton, Stephen","25178","Candidate","Active","Republican","State Senator","Senate District 22","","","","","","",""
"Seapac","25235","PAC","","","","","","","","","","",""
"Morgan, Bryan","25779","Candidate","Active","Independent","State Senator","Senate District 30","","","","","","",""
"Foley, Brian","25635","Candidate","Active","Republican","State Representative","House District 61","","","","","","",""
"Bonner, James","25734","Candidate","Active","Republican","State Representative","House District 17","","","","","","",""
"Bosch, Carmen","25090","Candidate","Active","Republican","Circuit Court Judge","28Th Judicial Circuit","","","","","","",""
"Political Animal PAC","25359","PAC","","","","","","","","","","",""
"Hasting, Melvin","25683","Candidate","Active","Republican","State Representative","House District 9","","","","","","",""
"Alabama Leadership Now","25768","PAC","","","","","","","","","","",""
"Harvey, Curtis","25761","Candidate","Active","Democrat","County Commissioner","Houston County","1","","","","","",""
"James, John","25669","Candidate","Active","Democrat","County Coroner","Franklin County","","","","","","",""
"Logan-Russell, April","25778","Candidate","Active","Democrat","Circuit Court Judge","26Th Judicial Circuit","2","","","","","",""
"Mpac","25065","PAC","","","","","","","","","","",""
"Citizens For A Chilton County Hospital","25776","PAC","","","","","","","","","","",""
"Swiger, Monica","25549","Candidate","Dissolved","Republican","County Board Of Education","Baldwin County","","","","","","",""
"White, Henry","25590","Candidate","Active","Democrat","State Representative","House District 5","","","","","","",""
"Alabama Engineers PAC","24912","PAC","","","","","","","","","","",""
"Csg PAC","25380","PAC","","","","","","","","","","",""
"Republican State Leadership Committee - Individual Donors Account","25091","PAC","","","","","","","","","","",""
"Hardwick, Johnny","25283","Candidate","Active","Democrat","Circuit Court Judge","15Th Judicial Circuit","9","","","","","",""
"Eagle PAC","25131","PAC","","","","","","","","","","",""
"Vision PAC","25444","PAC","","","","","","","","","","",""
"First Financial Bank PAC","24954","PAC","","","","","","","","","","",""
"Smith, Susan","25793","Candidate","Active","Democrat","State Senator","Senate District 22","","","","","","",""
"Shannon, James","25757","Candidate","Dissolved","Republican","County Commissioner","Limestone County","1         ","","","","","",""
"Fairness PAC, Inc.","25274","PAC","","","","","","","","","","",""
"Acpa-Al Political Action Committee","24908","PAC","","","","","","","","","","",""
"Conservative Action Fund-Alabama State PAC","25116","PAC","","","","","","","","","","",""
"G PAC","25113","PAC","","","","","","","","","","",""
"Elder PAC","24988","PAC","","","","","","","","","","",""
"H.I.S.PAC","25306","PAC","","","","","","","","","","",""
"Stay","24959","PAC","","","","","","","","","","",""
"Faxpac","24975","PAC","","","","","","","","","","",""
"Legpac","24972","PAC","","","","","","","","","","",""
"Savepac","24969","PAC","","","","","","","","","","",""
"Peterson, Rodger","25624","Candidate","Dissolved","Republican","State Auditor","","","","","","","",""
"Baker Donelson PAC","25775","PAC","","","","","","","","","","",""
"Alabama Consumer Finance Association Political Action Committee","25798","PAC","","","","","","","","","","",""
"Alabama Trooper PAC","24935","PAC","","","","","","","","","","",""
"Coastal PAC","25791","PAC","","","","","","","","","","",""
"Savage, John","25800","Candidate","Active","Republican","State Senator","Senate District 28","","","","","","",""
"River PAC","25799","PAC","","","","","","","","","","",""
"Alexander, Louise","25805","Candidate","Active","Democrat","State Representative","House District 56","","","","","","",""
"Draper, Tonta","25781","Candidate","Active","Democrat","Sheriff","Talladega County","","","","","","",""
"Fears, Angela","25790","Candidate","Active","Independent","State Representative","House District 32","","","","","","",""
"Marion County Republican Executive Committee","25810","PAC","","","","","","","","","","",""
"Brooks, Brian","25770","Candidate","Active","Independent","County Board Of Education","Madison County","3","","","","","",""
"Backing Alabama Conservatives Political Action Committee","24904","PAC","","","","","","","","","","",""
"Bennett, Bryan","25811","Candidate","Active","Democrat","State Senator","Senate District 7","","","","","","",""
"South Alabamians For Good Government","24889","PAC","","","","","","","","","","",""
"Letson, John","25809","Candidate","Active","Democrat","State Representative","House District 7","","","","","","",""
"Reese, Eugene","25477","Candidate","Active","Democrat","Circuit Court Judge","15Th Judicial Circuit","6","","","","","",""
"Alabama Automotive Aftermarket Committee For Free Enterprise","25267","PAC","","","","","","","","","","",""
"Meadows, Charlotte","25185","Candidate","Active","Republican","State Representative","House District 74","","","","","","",""
"Screws, Jeshua","25391","Candidate","Active","Independent","State Representative","House District 31","","","","","","",""
"Beason, Scott","25298","Candidate","Active","Republican","State Senator","Senate District 17","","(334) 242-7794","scott.beason@alsenate.gov","http://www.legislature.state.al.us/senate/senators/senatebios/sd017.html","","",""
"Bertarelli, Frank","25355","Candidate","Active","Republican","State Representative","House District 31","","","","","","",""
"Creola Opportunity Association PAC","24981","PAC","","","","","","","","","","",""
"Dekalb County Republican Party","25349","PAC","","","","","","","","","","",""
"Westpac","25362","PAC","","","","","","","","","","",""
"Young, John","25424","Candidate","Dissolved","Republican","State Representative","House District 27","","","","","","",""
"Hightower, Susan","25305","Candidate","Active","Republican","State Representative","House District 104","","","","","","",""
"Drake, Dickie","25175","Candidate","Active","Republican","State Representative","House District 45","","(334) 242-7727","ddrake1080@aol.com","http://www.legislature.state.al.us/house/representatives/housebios/hd045.html","http://www.legislature.state.al.us/graphics/housepics/drake_d.jpg","",""
"The Committee For Good Government","25447","PAC","","","","","","","","","","",""
"Capitol Resources PAC","25044","PAC","","","","","","","","","","",""
"Anniston Fire Fighters Association PAC","25564","PAC","","","","","","","","","","",""
"Hughey, James","25516","Candidate","Active","Democrat","Circuit Court Judge","10Th Judicial Circuit","9","","","","","",""
"Al Affordable Housing PAC","25111","PAC","","","","","","","","","","",""
"Future PAC","24991","PAC","","","","","","","","","","",""
"Public Affairs Strategies PAC","25200","PAC","","","","","","","","","","",""
"Secure PAC","24989","PAC","","","","","","","","","","",""
"Richardson, Schuyler","25531","Candidate","Active","Republican","District Court Judge","Madison County","4","","","","","",""
"Bryan, Tommy","25479","Candidate","Active","Republican","Supreme Court Associate Justice","Place 1","","","","","","",""
"Stuart, Jacquelyn","25478","Candidate","Active","Republican","Supreme Court Associate Justice","Place 2","","","","","","",""
"Strong, Dale","25452","Candidate","Active","Republican","County Commission Chair","Madison County","","(256) 532-3795","strongalabama@att.net","http://www.madisoncountyal.gov/about/county/","","",""
"New Education Leadership","25218","PAC","","","","","","","","","","",""
"Floyd, Mitchell","25457","Candidate","Active","Republican","District Court Judge","Marshall County","1","","","","","",""
"Burke, Liles","25438","Candidate","Active","Republican","Court Of Criminal Appeals Judge","Place 2","","","","","","",""
"Ison, Jamie","25485","Candidate","Active","Republican","State Representative","House District 101","","(334) 242-7265","jamie.ison@alhouse.gov","http://www.legislature.state.al.us/house/representatives/housebios/hd001.html","","",""
"Parents Involved In Education Revitalization","25219","PAC","","","","","","","","","","",""
"Wdpac","24875","PAC","","","","","","","","","","",""
"Shashy, William","25560","Candidate","Active","Democrat","Circuit Court Judge","15Th Judicial Circuit","1","","","","","",""
"Love, Jay","25309","Candidate","Active","Republican","State Representative","House District 74","","","","","","",""
"Mendheim, Brad","25476","Candidate","Active","Republican","Circuit Court Judge","20Th Judicial Circuit","5","","","","","",""
"Brock, Jeffrey","25410","Candidate","Active","Democrat","District Court Judge","Conecuh County","1","","","","","",""
"Ala Biz PAC","25149","PAC","","","","","","","","","","",""
"Bes PAC","25150","PAC","","","","","","","","","","",""
"Highland PAC","25151","PAC","","","","","","","","","","",""
"Horizon PAC","25152","PAC","","","","","","","","","","",""
"Holt, Jenifer","25490","Candidate","Active","Democrat","Circuit Court Judge","38Th Judicial Circuit","2","","","","","",""
"Langham, Charles","25486","Candidate","Active","Republican","District Court Judge","Morgan County","3","","","","","",""
"Robinson, James","25537","Candidate","Dissolved","Republican","County Commissioner","Winston County","","","","","","",""
"House Democratic Caucus","25022","PAC","","","","","","","","","","",""
"Malone, Chuck","25520","Candidate","Active","Republican","Circuit Court Judge","6Th Judicial Circuit","5","","","","","",""
"First Bank Of Jasper PAC","25271","PAC","","","","","","","","","","",""
"England, John","25112","Candidate","Active","Democrat","Circuit Court Judge","6Th Judicial Circuit","4","","","","","",""
"Goggans, James","25454","Candidate","Active","Republican","District Court Judge","Elmore County","2","","","","","",""
"Wallace, Jordan, Ratliff, Brandt","25198","PAC","","","","","","","","","","",""
"Minor, Robert","25238","Candidate","Active","Republican","District Court Judge","St Clair County","2","","","","","",""
"Byrne, Bradley","25484","Candidate","Dissolved","Republican","Governor","","","","","","","",""
"Floyd, J","25098","Candidate","Active","Republican","Circuit Court Judge","28Th Judicial Circuit","3","","","","","",""
"Williams, Gregory","25472","Candidate","Active","Republican","District Court Judge","Walker County","1","","","","","",""
"Citizens Are Responsible For Education","25089","PAC","","","","","","","","","","",""
"Hawk, Howard","25333","Candidate","Active","Independent","Circuit Court Judge","27Th Judicial Circuit","2","","","","","",""
"Graffeo, Michael G","25565","Candidate","Active","Democrat","Circuit Court Judge","10Th Judicial Circuit","8","","","","","",""
"Mann, Alan","25455","Candidate","Active","Republican","Circuit Court Judge","23Rd Judicial Circuit","7","","","","","",""
"Elmore County Republican Executive Committee","24920","PAC","","","","","","","","","","",""
"Howell, Joe","25535","Candidate","Active","Republican","County Commissioner","Geneva County","","","","","","",""
"Barton, Jim","25510","Candidate","Active","Republican","State Representative","House District 104","","","","","","",""
"Boohaker, Joseph","25464","Candidate","Active","Democrat","Circuit Court Judge","10Th Judicial Circuit","","","","","","",""
"Cable PAC","25434","PAC","","","","","","","","","","",""
"Chandler, Franklin","25604","Candidate","Active","Republican","State Senator","Senate District 21","","","","","","",""
"Garner, William","25591","Candidate","Active","Republican","District Court Judge","Dale County","1","","","","","",""
"Farmer, Thomas","25583","Candidate","Dissolved","Republican","County Commissioner","Dale County","","","","","","",""
"Rumsey, M.","25566","Candidate","Active","Democrat","District Court Judge","Talladega County","2","","","","","",""
"Oliver, Dylan","25741","Candidate","Active","Democrat","State Representative","House District 81","","","","","","",""
"Bahakel, S.","25621","Candidate","Active","Republican","State Representative","House District 52","","","","","","",""
"Partnership PAC","25392","PAC","","","","","","","","","","",""
"Lawley, William","25633","Candidate","Active","Republican","District Court Judge","Jefferson County","2","","","","","",""
"Laqua, Chad","25739","Candidate","Dissolved","Republican","County Superintendent Of Education","Madison County","","","","","","",""
"Keahey, Marc","25698","Candidate","Active","Democrat","State Senator","Senate District 22","","(334) 242-7843","SenatorKeahey@gmail.com","http://www.legislature.state.al.us/senate/senators/senatebios/sd022.html","","",""
"Hendrix, Terry","25678","Candidate","Active","Republican","County Commissioner","Cleburne County","3","","","","","",""
"Mitchell, Joseph","25545","Candidate","Active","Democrat","State Representative","House District 103","","(334) 242-7686","joseph.mitchell@alhouse.gov","http://www.legislature.state.al.us/house/representatives/housebios/hd003.html","","",""
"American Apparel, Inc. Readiness PAC","25344","PAC","","","","","","","","","","",""
"Cullman County Republican Women","25432","PAC","","","","","","","","","","",""
"Price, Edwin","25719","Candidate","Active","Independent","Sheriff","Chilton County","","","","","","",""
"Vote 98","24990","PAC","","","","","","","","","","",""
"Bush, John","25296","Candidate","Active","Republican","Circuit Court Judge","19Th Judicial Circuit","1","","","","","",""
"Broussard, Robert","25405","Candidate","Active","Republican","District Attorney","23Rd Judicial Circuit","","","","","","",""
"Alabama Young Democrats","25088","PAC","","","","","","","","","","",""
"Mcgill, Shadrack","25317","Candidate","Dissolved","Republican","State Senator","Senate District 8","","(334) 242-7858","shadrack.mcgill@alsenate.gov","http://www.legislature.state.al.us/senate/senators/senatebios/sd008.html","","",""
"C/Ts State PAC","24961","PAC","","","","","","","","","","",""
"Jen PAC","25138","PAC","","","","","","","","","","",""
"Alabama Civil Justice Reform Committee PAC","25035","PAC","","","","","","","","","","",""
"Ecodev PAC","25222","PAC","","","","","","","","","","",""
"Mcintyre, Christopher","25523","Candidate","Active","Republican","District Court Judge","Calhoun County","2","","","","","",""
"Alabama Bankers Association PAC","25078","PAC","","","","","","","","","","",""
"Casepac","24877","PAC","","","","","","","","","","",""
"Hester, Randy","25740","Candidate","Active","Democrat","County Board Of Education","Franklin County","3","","","","","",""
"Al PAC","25136","PAC","","","","","","","","","","",""
"Inpac","25137","PAC","","","","","","","","","","",""
"H.I.M. PAC","25282","PAC","","","","","","","","","","",""
"Penny PAC","25127","PAC","","","","","","","","","","",""
"Crawfod, Arthur","25544","Candidate","Active","Democrat","Probate Judge","Hale County","","(334) 624-8740","tgalbreathhaleco@bellsouth.net","","","",""
"Demarco, Paul","25011","Candidate","Active","Republican","State Representative","House District 46","","(334) 242-7667","paul@pljpc.com","http://www.legislature.state.al.us/house/representatives/housebios/hd046.html","","",""
"Alabama Utility Contractors Association PAC","25244","PAC","","","","","","","","","","",""
"North Alabama Economic Development PAC","25321","PAC","","","","","","","","","","",""
"Kelly, Guy","25796","Candidate","Active","Independent","State Representative","House District 37","","","","","","",""
"Raga Alabama PAC","25772","PAC","","","","","","","","","","",""
"Good Government Political Action Committee","25242","PAC","","","","","","","","","","",""
"Childrens PAC","24955","PAC","","","","","","","","","","",""
"Tough On Crime","24956","PAC","","","","","","","","","","",""
"Transportation, Economics, And Commerce","24957","PAC","","","","","","","","","","",""
"Alabez PAC","25225","PAC","","","","","","","","","","",""
"Citizens For Progressive Leadership PAC","24952","PAC","","","","","","","","","","",""
"Citizens For Quality Leadership PAC","24945","PAC","","","","","","","","","","",""
"Henry County Republican Party","25797","PAC","","","","","","","","","","",""
"King, Steven","25536","Candidate","Active","Republican","Circuit Court Judge","41St Judicial Circuit","1","","","","","",""
"Long, Oliver","25223","Candidate","Active","Republican","State Representative","House District 27","","","","","","",""
"Republican Women Of Coffee County","25304","PAC","","","","","","","","","","",""
"Taylor, Scott","25539","Candidate","Active","Republican","District Court Judge","Baldwin County","2","","","","","",""
"Waller PAC","25803","PAC","","","","","","","","","","",""
"Support For Economic Development PAC","24948","PAC","","","","","","","","","","",""
"Nationwide Alabama Political Participation Fund","25437","PAC","","","","","","","","","","",""
"Occupational Therapy Political Action Committee","25384","PAC","","","","","","","","","","",""
"Mdm27 PAC","25443","PAC","","","","","","","","","","",""
"Alavoice","25439","PAC","","","","","","","","","","",""
"Committee For Economic Development","25261","PAC","","","","","","","","","","",""
"The Arbor Committee","25016","PAC","","","","","","","","","","",""
"Friends For Good Leadership PAC","24950","PAC","","","","","","","","","","",""
"Hall, Karen","25504","Candidate","Active","Republican","Circuit Court Judge","23Rd Judicial Circuit","1","","","","","",""
"Sound Economy PAC","25212","PAC","","","","","","","","","","",""
"Citizens For Good Leadership PAC","24953","PAC","","","","","","","","","","",""
"Sherling, Braxton","25526","Candidate","Active","Republican","District Court Judge","Coffee County","1","","","","","",""
